equipment_id,equipment_type,component,log_date,visit_sequence,total_visits,narrative,vibration_mms,temperature_c,pressure_psi,rpm,telemetry_summary,failure_mode,risk_level,early_warning_flag,time_to_failure_days,recommendation
PUMP-112,Centrifugal Pump,Non-Drive End Bearing,2025-04-22,3,6,Visual inspection noted oil weeping and wet residue near Non-Drive End Bearing fitting. Pressure drop of 4 PSI noted across the manifold. Tightened hose crimp fitting and cleaned surrounding pan.,3.83,69.0,38,1905,VIB: 3.83 mm/s | TEMP: 69.0 C | RPM: 1905 | PRESS: 38 PSI,Hydraulic_Leak,Low_Risk,1,40,"Depressurize hydraulic circuit, replace damaged seals/O-rings, tighten fittings, and replenish hydraulic oil."
PUMP-112,Centrifugal Pump,Non-Drive End Bearing,2025-05-13,4,6,[Follow-up Alert] Previous inspection flagged anomaly. Major hydraulic line rupture and heavy fluid spraying from Non-Drive End Bearing. System pressure collapsed to 29 PSI. Emergency containment berm deployed to capture oil spill.,5.41,79.9,29,1916,VIB: 5.41 mm/s | TEMP: 79.9 C | RPM: 1916 | PRESS: 29 PSI,Hydraulic_Leak,Medium_Risk,1,15,"Depressurize hydraulic circuit, replace damaged seals/O-rings, tighten fittings, and replenish hydraulic oil."
PUMP-112,Centrifugal Pump,Non-Drive End Bearing,2025-06-04,5,6,[CRITICAL WORK ORDER] Equipment tripped during operation. Critical pressure failure: Non-Drive End Bearing seal blown out completely under load. High-pressure hydraulic jetting caused sudden system depressurization and safety trip. Overhaul of hydraulic manifold mandatory.,9.78,111.6,14,2020,VIB: 9.78 mm/s | TEMP: 111.6 C | RPM: 2020 | PRESS: 14 PSI,Hydraulic_Leak,Critical,1,0,"Depressurize hydraulic circuit, replace damaged seals/O-rings, tighten fittings, and replenish hydraulic oil."
TURB-113,Gas Turbine,Thrust Bearing,2025-06-08,1,6,"Routine PM inspection completed. Equipment running smoothly within nominal tolerances. VIB overall 1.47 mm/s, casing temp 91.9C. Oil levels checked and topped off. No abnormal acoustics or thermal anomalies observed.",1.47,91.9,187,3472,VIB: 1.47 mm/s | TEMP: 91.9 C | RPM: 3472 | PRESS: 187 PSI,Normal_Operation,Normal,0,120,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
TURB-113,Gas Turbine,Thrust Bearing,2025-06-23,2,6,"Semi-annual overhaul inspection. Inspected Thrust Bearing, clearances verified against OEM specs. Operating pressure 200 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",2.31,80.9,200,5443,VIB: 2.31 mm/s | TEMP: 80.9 C | RPM: 5443 | PRESS: 200 PSI,Normal_Operation,Normal,0,100,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
TURB-113,Gas Turbine,Thrust Bearing,2025-07-21,3,6,"Minor acoustic rattle observed at DE bearing housing. Vibration at 4.21 mm/s, slightly above baseline. Thermal imaging shows 8C delta across bearing cap. Flushed and re-greased.",4.21,100.9,102,3473,VIB: 4.21 mm/s | TEMP: 100.9 C | RPM: 3473 | PRESS: 102 PSI,Bearing_Degradation,Low_Risk,1,40,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
TURB-113,Gas Turbine,Thrust Bearing,2025-08-03,4,6,[Follow-up Alert] Previous inspection flagged anomaly. Emergency inspection triggered by high vibration trip. Thrust Bearing raceway severely pitted and brinelled. Temp spiked to 112.7C. Shaft runout detected. Immediate replacement required before full line restart.,6.5,112.7,78,5903,VIB: 6.50 mm/s | TEMP: 112.7 C | RPM: 5903 | PRESS: 78 PSI,Bearing_Degradation,Medium_Risk,1,15,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
TURB-113,Gas Turbine,Thrust Bearing,2025-08-21,5,6,[CRITICAL WORK ORDER] Equipment tripped during operation. Urgent maintenance alert: Thrust Bearing exhibiting heavy cage rattling and loose raceway play. Vibration spike at 12.36 mm/s. Metal debris and bronze flakes found in lube filter. Bearing approaching catastrophic seizure.,12.36,130.8,36,4491,VIB: 12.36 mm/s | TEMP: 130.8 C | RPM: 4491 | PRESS: 36 PSI,Bearing_Degradation,Critical,1,0,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
COMP-114,Air Compressor,Main Journal Bearing,2025-04-17,1,6,"Monthly condition monitoring inspection on Main Journal Bearing. Acoustic levels normal, vibration spectra show clean baseline at 2.45 mm/s. Fasteners torqued, zero leakage detected. Unit signed off for full production duty.",2.45,54.8,160,1618,VIB: 2.45 mm/s | TEMP: 54.8 C | RPM: 1618 | PRESS: 160 PSI,Normal_Operation,Normal,0,120,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
COMP-114,Air Compressor,Main Journal Bearing,2025-05-05,2,6,"Periodic lubrication and visual check completed on COMP-114. DE and NDE bearing temperatures steady at 64.9C. Operational RPM at 1630. No evidence of wear, contamination, or mechanical looseness.",1.88,64.9,112,1630,VIB: 1.88 mm/s | TEMP: 64.9 C | RPM: 1630 | PRESS: 112 PSI,Normal_Operation,Normal,0,100,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
COMP-114,Air Compressor,Main Journal Bearing,2025-05-29,3,6,Minor hydraulic fluid seepage detected around Main Journal Bearing seal lip. System pressure slightly fluctuating at 76 PSI. Wiper seal shows minor glazing. Topped up hydraulic reservoir by 0.5L.,3.94,85.3,76,1761,VIB: 3.94 mm/s | TEMP: 85.3 C | RPM: 1761 | PRESS: 76 PSI,Hydraulic_Leak,Low_Risk,1,40,"Depressurize hydraulic circuit, replace damaged seals/O-rings, tighten fittings, and replenish hydraulic oil."
COMP-114,Air Compressor,Main Journal Bearing,2025-06-23,4,6,[Follow-up Alert] Previous inspection flagged anomaly. Major hydraulic line rupture and heavy fluid spraying from Main Journal Bearing. System pressure collapsed to 58 PSI. Emergency containment berm deployed to capture oil spill.,6.37,94.9,58,1793,VIB: 6.37 mm/s | TEMP: 94.9 C | RPM: 1793 | PRESS: 58 PSI,Hydraulic_Leak,Medium_Risk,1,15,"Depressurize hydraulic circuit, replace damaged seals/O-rings, tighten fittings, and replenish hydraulic oil."
COMP-114,Air Compressor,Main Journal Bearing,2025-07-19,5,6,[CRITICAL WORK ORDER] Equipment tripped during operation. Severe fluid loss and cavitation noise in hydraulic pump due to dry suction line from leaking Main Journal Bearing. Pressure dropped drastically to 27 PSI. Immediate seal kit overhaul initiated.,12.45,112.8,27,1418,VIB: 12.45 mm/s | TEMP: 112.8 C | RPM: 1418 | PRESS: 27 PSI,Hydraulic_Leak,Critical,1,0,"Depressurize hydraulic circuit, replace damaged seals/O-rings, tighten fittings, and replenish hydraulic oil."
GEAR-115,Industrial Gearbox,Oil Sump Filter,2025-04-06,1,4,"Monthly condition monitoring inspection on Oil Sump Filter. Acoustic levels normal, vibration spectra show clean baseline at 1.26 mm/s. Fasteners torqued, zero leakage detected. Unit signed off for full production duty.",1.26,63.5,26,990,VIB: 1.26 mm/s | TEMP: 63.5 C | RPM: 990 | PRESS: 26 PSI,Normal_Operation,Normal,0,349,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
GEAR-115,Industrial Gearbox,Oil Sump Filter,2025-04-18,2,4,"Semi-annual overhaul inspection. Inspected Oil Sump Filter, clearances verified against OEM specs. Operating pressure 22 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",1.66,54.9,22,797,VIB: 1.66 mm/s | TEMP: 54.9 C | RPM: 797 | PRESS: 22 PSI,Normal_Operation,Normal,0,342,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
GEAR-115,Industrial Gearbox,Oil Sump Filter,2025-05-13,3,4,"Semi-annual overhaul inspection. Inspected Oil Sump Filter, clearances verified against OEM specs. Operating pressure 32 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",2.05,61.5,32,1394,VIB: 2.05 mm/s | TEMP: 61.5 C | RPM: 1394 | PRESS: 32 PSI,Normal_Operation,Normal,0,338,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
GEAR-115,Industrial Gearbox,Oil Sump Filter,2025-06-06,4,4,"Semi-annual overhaul inspection. Inspected Oil Sump Filter, clearances verified against OEM specs. Operating pressure 23 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",2.0,53.0,23,999,VIB: 2.00 mm/s | TEMP: 53.0 C | RPM: 999 | PRESS: 23 PSI,Normal_Operation,Normal,0,265,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
MTR-116,Induction Motor,NDE Bearing,2025-06-17,1,6,"Periodic lubrication and visual check completed on MTR-116. DE and NDE bearing temperatures steady at 58.3C. Operational RPM at 2847. No evidence of wear, contamination, or mechanical looseness.",1.43,58.3,0,2847,VIB: 1.43 mm/s | TEMP: 58.3 C | RPM: 2847,Normal_Operation,Normal,0,192,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
MTR-116,Induction Motor,NDE Bearing,2025-07-13,2,6,"Semi-annual overhaul inspection. Inspected NDE Bearing, clearances verified against OEM specs. Operating pressure 0 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",1.86,65.4,0,2734,VIB: 1.86 mm/s | TEMP: 65.4 C | RPM: 2734,Normal_Operation,Normal,0,322,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
MTR-116,Induction Motor,NDE Bearing,2025-08-08,3,6,"Periodic lubrication and visual check completed on MTR-116. DE and NDE bearing temperatures steady at 63.6C. Operational RPM at 1805. No evidence of wear, contamination, or mechanical looseness.",1.32,63.6,0,1805,VIB: 1.32 mm/s | TEMP: 63.6 C | RPM: 1805,Normal_Operation,Normal,0,243,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
MTR-116,Induction Motor,NDE Bearing,2025-08-27,4,6,"Semi-annual overhaul inspection. Inspected NDE Bearing, clearances verified against OEM specs. Operating pressure 0 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",1.71,51.9,0,2785,VIB: 1.71 mm/s | TEMP: 51.9 C | RPM: 2785,Normal_Operation,Normal,0,211,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
MTR-116,Induction Motor,NDE Bearing,2025-09-15,5,6,"Monthly condition monitoring inspection on NDE Bearing. Acoustic levels normal, vibration spectra show clean baseline at 1.63 mm/s. Fasteners torqued, zero leakage detected. Unit signed off for full production duty.",1.63,56.0,0,2042,VIB: 1.63 mm/s | TEMP: 56.0 C | RPM: 2042,Normal_Operation,Normal,0,296,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
MTR-116,Induction Motor,NDE Bearing,2025-10-05,6,6,"Monthly condition monitoring inspection on NDE Bearing. Acoustic levels normal, vibration spectra show clean baseline at 1.40 mm/s. Fasteners torqued, zero leakage detected. Unit signed off for full production duty.",1.4,53.0,0,2167,VIB: 1.40 mm/s | TEMP: 53.0 C | RPM: 2167,Normal_Operation,Normal,0,214,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
CONV-117,Heavy Conveyor Drive,Idler Roller,2025-07-28,1,5,"Semi-annual overhaul inspection. Inspected Idler Roller, clearances verified against OEM specs. Operating pressure 0 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",1.1,46.6,0,855,VIB: 1.10 mm/s | TEMP: 46.6 C | RPM: 855,Normal_Operation,Normal,0,360,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
CONV-117,Heavy Conveyor Drive,Idler Roller,2025-08-21,2,5,"Semi-annual overhaul inspection. Inspected Idler Roller, clearances verified against OEM specs. Operating pressure 0 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",1.03,58.7,0,898,VIB: 1.03 mm/s | TEMP: 58.7 C | RPM: 898,Normal_Operation,Normal,0,234,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
CONV-117,Heavy Conveyor Drive,Idler Roller,2025-09-17,3,5,"Semi-annual overhaul inspection. Inspected Idler Roller, clearances verified against OEM specs. Operating pressure 0 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",1.48,58.6,0,306,VIB: 1.48 mm/s | TEMP: 58.6 C | RPM: 306,Normal_Operation,Normal,0,196,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
CONV-117,Heavy Conveyor Drive,Idler Roller,2025-10-12,4,5,"Monthly condition monitoring inspection on Idler Roller. Acoustic levels normal, vibration spectra show clean baseline at 1.87 mm/s. Fasteners torqued, zero leakage detected. Unit signed off for full production duty.",1.87,53.7,0,851,VIB: 1.87 mm/s | TEMP: 53.7 C | RPM: 851,Normal_Operation,Normal,0,286,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
CONV-117,Heavy Conveyor Drive,Idler Roller,2025-11-08,5,5,"Semi-annual overhaul inspection. Inspected Idler Roller, clearances verified against OEM specs. Operating pressure 0 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",1.78,41.8,0,524,VIB: 1.78 mm/s | TEMP: 41.8 C | RPM: 524,Normal_Operation,Normal,0,284,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
PUMP-118,Centrifugal Pump,Impeller,2025-03-09,1,6,"Routine PM inspection completed. Equipment running smoothly within nominal tolerances. VIB overall 2.07 mm/s, casing temp 53.4C. Oil levels checked and topped off. No abnormal acoustics or thermal anomalies observed.",2.07,53.4,82,2724,VIB: 2.07 mm/s | TEMP: 53.4 C | RPM: 2724 | PRESS: 82 PSI,Normal_Operation,Normal,0,120,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
PUMP-118,Centrifugal Pump,Impeller,2025-03-23,2,6,"Routine PM inspection completed. Equipment running smoothly within nominal tolerances. VIB overall 2.01 mm/s, casing temp 50.7C. Oil levels checked and topped off. No abnormal acoustics or thermal anomalies observed.",2.01,50.7,56,2766,VIB: 2.01 mm/s | TEMP: 50.7 C | RPM: 2766 | PRESS: 56 PSI,Normal_Operation,Normal,0,100,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
PUMP-118,Centrifugal Pump,Impeller,2025-04-12,3,6,Visual inspection noted oil weeping and wet residue near Impeller fitting. Pressure drop of 4 PSI noted across the manifold. Tightened hose crimp fitting and cleaned surrounding pan.,3.12,70.3,38,2226,VIB: 3.12 mm/s | TEMP: 70.3 C | RPM: 2226 | PRESS: 38 PSI,Hydraulic_Leak,Low_Risk,1,40,"Depressurize hydraulic circuit, replace damaged seals/O-rings, tighten fittings, and replenish hydraulic oil."
PUMP-118,Centrifugal Pump,Impeller,2025-05-06,4,6,[Follow-up Alert] Previous inspection flagged anomaly. Technician flagged faint hydraulic misting and pressure instability during load cycling. Impeller showing micro-cracks on O-ring seal. Added to planned maintenance replacement list.,5.79,86.8,29,2019,VIB: 5.79 mm/s | TEMP: 86.8 C | RPM: 2019 | PRESS: 29 PSI,Hydraulic_Leak,Medium_Risk,1,15,"Depressurize hydraulic circuit, replace damaged seals/O-rings, tighten fittings, and replenish hydraulic oil."
PUMP-118,Centrifugal Pump,Impeller,2025-05-20,5,6,[CRITICAL WORK ORDER] Equipment tripped during operation. Critical pressure failure: Impeller seal blown out completely under load. High-pressure hydraulic jetting caused sudden system depressurization and safety trip. Overhaul of hydraulic manifold mandatory.,8.18,90.5,14,2413,VIB: 8.18 mm/s | TEMP: 90.5 C | RPM: 2413 | PRESS: 14 PSI,Hydraulic_Leak,Critical,1,0,"Depressurize hydraulic circuit, replace damaged seals/O-rings, tighten fittings, and replenish hydraulic oil."
TURB-119,Gas Turbine,Turbine Blades,2025-07-11,1,4,"Semi-annual overhaul inspection. Inspected Turbine Blades, clearances verified against OEM specs. Operating pressure 175 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",2.21,73.2,175,3977,VIB: 2.21 mm/s | TEMP: 73.2 C | RPM: 3977 | PRESS: 175 PSI,Normal_Operation,Normal,0,187,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
TURB-119,Gas Turbine,Turbine Blades,2025-07-31,2,4,"Monthly condition monitoring inspection on Turbine Blades. Acoustic levels normal, vibration spectra show clean baseline at 2.09 mm/s. Fasteners torqued, zero leakage detected. Unit signed off for full production duty.",2.09,74.2,149,4510,VIB: 2.09 mm/s | TEMP: 74.2 C | RPM: 4510 | PRESS: 149 PSI,Normal_Operation,Normal,0,243,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
TURB-119,Gas Turbine,Turbine Blades,2025-08-21,3,4,"Semi-annual overhaul inspection. Inspected Turbine Blades, clearances verified against OEM specs. Operating pressure 216 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",2.67,84.5,216,3442,VIB: 2.67 mm/s | TEMP: 84.5 C | RPM: 3442 | PRESS: 216 PSI,Normal_Operation,Normal,0,231,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
